model,rowid,timestamp,testletid,itemid,alphabet,A,B,C,D,template_nr,item_prompt,response
meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,0,20241026192708,23,101,Latin,a,b,j,k,1,"If a changes to b, what does j change to ?",k
meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,1,20241026192709,23,102,Latin,c d,c d d,j k,j k k,1,"If c d changes to c d d, what does j k change to ?",k
meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,2,20241026192710,23,1001,Latin,b c,b d,f g,f h,1,"If b c changes to b d, what does f g change to ?",d e
meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,3,20241026192710,23,1002,Latin,c d,c c e e,m n,m m o o,1,"If c d changes to c c e e, what does m n change to ?","k
j k k k
e f e"
meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,4,20241026192710,23,1003,Latin,e f,e h,k l,k n,1,"If e f changes to e h, what does k l change to ?",k l m
meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,5,20241026192711,23,1004,Latin,d e,d f f,i j,i k k,1,"If d e changes to d f f, what does i j change to ?","k
j k
f e
k l"
meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,6,20241026192712,23,1005,Latin,d e,c e,k k l l,j j l l,1,"If d e changes to c e, what does k k l l change to ?","k l
e f
k l m
"
meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,7,20241026192712,23,1001,Greek,gamma delta,gamma epsilon,eta theta,eta iota,1,"If gamma delta changes to gamma epsilon, what does eta theta change to ?",kappa lambda.
meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,8,20241026192713,23,1002,Greek,gamma delta,gamma gamma epsilon epsilon,kappa lambda,kappa kappa mu mu,1,"If gamma delta changes to gamma gamma epsilon epsilon, what does kappa lambda change to ?","k
k k e e
d e
"
meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,9,20241026192713,23,1003,Greek,epsilon zeta,epsilon theta,iota kappa,iota mu,1,"If epsilon zeta changes to epsilon theta, what does iota kappa change to ?","kappa lambda
kappa kappa lambda lambda
"
meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,10,20241026192714,23,1004,Greek,zeta eta,zeta theta theta,lambda mu,lambda nu nu,1,"If zeta eta changes to zeta theta theta, what does lambda mu change to ?","kappa lambda
kappa kappa
kappa"
meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,11,20241026192715,23,1005,Greek,gamma delta,beta delta,eta eta theta theta,zeta zeta theta theta,1,"If gamma delta changes to beta delta, what does eta eta theta theta change to ?","kappa lambda
kappa kappa
kappa"
meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,12,20241026192715,23,1001,Symbol,@ %,@ !,# ~,# $,1,"If @ % changes to @ !, what does # ~ change to ?","k
k k e e
kappa lambda"
meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,13,20241026192716,23,1002,Symbol,% !,% % ^ ^,= :,= = ) ),1,"If % ! changes to % % ^ ^, what does = : change to ?","k
k
k
k
k
"
meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,14,20241026192717,23,1003,Symbol,@ %,@ ^,# ~,# {,1,"If @ % changes to @ ^, what does # ~ change to ?",kappa lambda
meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,15,20241026192717,23,1004,Symbol,^ #,^ ~ ~,{ =,{ : :,1,"If ^ # changes to ^ ~ ~, what does { = change to ?","k
k
k
k
k
"
meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,16,20241026192718,23,1005,Symbol,! ^,% ^,$ $ { {,~ ~ { {,1,"If ! ^ changes to % ^, what does $ $ { { change to ?","kappa
kappa
kappa
k"
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,0,20241026192718,23,101,Latin,a,b,j,k,1,"If a changes to b, what does j change to ?",k
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,1,20241026192720,23,102,Latin,c d,c d d,j k,j k k,1,"If c d changes to c d d, what does j k change to ?",j k k
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,2,20241026192720,23,1001,Latin,b c,b d,f g,f h,1,"If b c changes to b d, what does f g change to ?",f h
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,3,20241026192721,23,1002,Latin,c d,c c e e,m n,m m o o,1,"If c d changes to c c e e, what does m n change to ?",m m o o
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,4,20241026192722,23,1003,Latin,e f,e h,k l,k n,1,"If e f changes to e h, what does k l change to ?",k n
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,5,20241026192723,23,1004,Latin,d e,d f f,i j,i k k,1,"If d e changes to d f f, what does i j change to ?",i k k
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,6,20241026192723,23,1005,Latin,d e,c e,k k l l,j j l l,1,"If d e changes to c e, what does k k l l change to ?",j j l l
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,7,20241026192724,23,1001,Greek,gamma delta,gamma epsilon,eta theta,eta iota,1,"If gamma delta changes to gamma epsilon, what does eta theta change to ?",eta iota
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,8,20241026192725,23,1002,Greek,gamma delta,gamma gamma epsilon epsilon,kappa lambda,kappa kappa mu mu,1,"If gamma delta changes to gamma gamma epsilon epsilon, what does kappa lambda change to ?",kappa kappa mu mu
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,9,20241026192725,23,1003,Greek,epsilon zeta,epsilon theta,iota kappa,iota mu,1,"If epsilon zeta changes to epsilon theta, what does iota kappa change to ?",iota lambda
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,10,20241026192726,23,1004,Greek,zeta eta,zeta theta theta,lambda mu,lambda nu nu,1,"If zeta eta changes to zeta theta theta, what does lambda mu change to ?",lambda nu nu
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,11,20241026192726,23,1005,Greek,gamma delta,beta delta,eta eta theta theta,zeta zeta theta theta,1,"If gamma delta changes to beta delta, what does eta eta theta theta change to ?",zeta zeta theta theta
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,12,20241026192727,23,1001,Symbol,@ %,@ !,# ~,# $,1,"If @ % changes to @ !, what does # ~ change to ?",# !
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,13,20241026192728,23,1002,Symbol,% !,% % ^ ^,= :,= = ) ),1,"If % ! changes to % % ^ ^, what does = : change to ?",= = ) )
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,14,20241026192729,23,1003,Symbol,@ %,@ ^,# ~,# {,1,"If @ % changes to @ ^, what does # ~ change to ?",# ^
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,15,20241026192729,23,1004,Symbol,^ #,^ ~ ~,{ =,{ : :,1,"If ^ # changes to ^ ~ ~, what does { = change to ?",{ ~ ~
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,16,20241026192730,23,1005,Symbol,! ^,% ^,$ $ { {,~ ~ { {,1,"If ! ^ changes to % ^, what does $ $ { { change to ?",% % { {
meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo,0,20241026192731,23,101,Latin,a,b,j,k,1,"If a changes to b, what does j change to ?",k
meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo,1,20241026192732,23,102,Latin,c d,c d d,j k,j k k,1,"If c d changes to c d d, what does j k change to ?",j k k
meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo,2,20241026192733,23,1001,Latin,b c,b d,f g,f h,1,"If b c changes to b d, what does f g change to ?",f h
meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo,3,20241026192734,23,1002,Latin,c d,c c e e,m n,m m o o,1,"If c d changes to c c e e, what does m n change to ?",m m o o
meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo,4,20241026192735,23,1003,Latin,e f,e h,k l,k n,1,"If e f changes to e h, what does k l change to ?",k n
meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo,5,20241026192736,23,1004,Latin,d e,d f f,i j,i k k,1,"If d e changes to d f f, what does i j change to ?",i k k
meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo,6,20241026192736,23,1005,Latin,d e,c e,k k l l,j j l l,1,"If d e changes to c e, what does k k l l change to ?",j j k k
meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo,7,20241026192737,23,1001,Greek,gamma delta,gamma epsilon,eta theta,eta iota,1,"If gamma delta changes to gamma epsilon, what does eta theta change to ?",eta iota
meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo,8,20241026192738,23,1002,Greek,gamma delta,gamma gamma epsilon epsilon,kappa lambda,kappa kappa mu mu,1,"If gamma delta changes to gamma gamma epsilon epsilon, what does kappa lambda change to ?",kappa kappa mu mu
meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo,9,20241026192739,23,1003,Greek,epsilon zeta,epsilon theta,iota kappa,iota mu,1,"If epsilon zeta changes to epsilon theta, what does iota kappa change to ?",iota mu
meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo,10,20241026192740,23,1004,Greek,zeta eta,zeta theta theta,lambda mu,lambda nu nu,1,"If zeta eta changes to zeta theta theta, what does lambda mu change to ?",lambda nu nu
meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo,11,20241026192741,23,1005,Greek,gamma delta,beta delta,eta eta theta theta,zeta zeta theta theta,1,"If gamma delta changes to beta delta, what does eta eta theta theta change to ?",zeta zeta theta theta
meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo,12,20241026192742,23,1001,Symbol,@ %,@ !,# ~,# $,1,"If @ % changes to @ !, what does # ~ change to ?",# ^
meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo,13,20241026192743,23,1002,Symbol,% !,% % ^ ^,= :,= = ) ),1,"If % ! changes to % % ^ ^, what does = : change to ?",= = ) )
meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo,14,20241026192744,23,1003,Symbol,@ %,@ ^,# ~,# {,1,"If @ % changes to @ ^, what does # ~ change to ?",# $
meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo,15,20241026192745,23,1004,Symbol,^ #,^ ~ ~,{ =,{ : :,1,"If ^ # changes to ^ ~ ~, what does { = change to ?",{ : :
