rowid,timestamp,testletid,itemid,alphabet,A,B,C,D,template_nr,response,logprob,finish_reason
0,20231112194534,48,101,Latin,a,b,j,k,4," k ]

Answer: [c] [l]",-0.04332969175074999,stop
1,20231112194535,48,102,Latin,c d,c d d,j k,j k k,4," j k k ]

Answer: [e f] [e f f]",-0.03219617542421176,stop
2,20231112194535,48,1001,Latin,d e,d f,h i,h j,4," h j ]

Answer: [g] [k]",-0.0935867506129923,stop
3,20231112194536,48,1002,Latin,c d,c c e e,i j,i i k k,4,"  i i k k ]

Answer: [f g] [f f l l]",-0.046716176444069994,length
4,20231112194536,48,1003,Latin,c d,c f,g h,g j,4,"  g j ]

Answer: [e] [k]",-0.06783344636831427,stop
5,20231112194537,48,1004,Latin,d e,d f f,i j,i k k,4,"   i k k ]

Answer: [g h] [g l l]",-0.0117341828024,stop
6,20231112194538,48,1005,Latin,g h,f h,n n o o,m m o o,4,"  n o ]

Answer: [i j] [p q]",-0.2017009327432875,stop
7,20231112194538,48,1001,Greek,epsilon zeta,epsilon eta,iota kappa,iota lambda,4,"   iota lambda ]

Answer: [gamma delta] [gamma mu]",-0.06768084387775948,stop
8,20231112194539,48,1002,Greek,beta gamma,beta beta delta delta,theta iota,theta theta kappa kappa,4,"    theta theta kappa kappa ]

Answer: [epsilon zeta",-0.035690917633715,length
9,20231112194540,48,1003,Greek,alpha beta,alpha delta,epsilon zeta,epsilon theta,4,"    epsilon eta ]

Answer: [gamma] [theta]",-0.06977454572781053,stop
10,20231112194541,48,1004,Greek,zeta eta,zeta theta theta,lambda mu,lambda nu nu,4,"     lambda lambda nu nu ]

Answer: [epsilon] [xi omicron",-0.07046696397940251,length
11,20231112194542,48,1005,Greek,zeta eta,epsilon eta,kappa kappa lambda lambda,iota iota lambda lambda,4,"     kappa lambda ]

Answer: [theta theta] [mu nu]",-0.13461054928050528,stop
12,20231112194542,48,1001,Symbol,! ^,! #,$ {,$ =,4,"    $ = ]

Answer: [@ %] [@ :]",-0.06846766019549375,stop
13,20231112194543,48,1002,Symbol,@ %,@ @ ! !,^ #,^ ^ ~ ~,4,"     ^ ^ ~ ~ ]

Answer: [$ {] [$ = =]",-0.07874084373319473,stop
14,20231112194543,48,1003,Symbol,@ %,@ ^,% !,% #,4,"     % # ]

Answer: [$] [~]",-0.04556808754975714,stop
15,20231112194544,48,1004,Symbol,^ #,^ ~ ~,{ =,{ : :,4,"     { = : : ]

Answer: [@ %] [@ ! !]",-0.10466767539388946,stop
16,20231112194545,48,1005,Symbol,~ $,# $,: : ) ),= = ) ),4,"      : ) ) ]

Answer: [{ =] [% !]",-0.08608374259823529,stop
