model,rowid,timestamp,testletid,itemid,alphabet,A,B,C,D,template_nr,item_prompt,response
meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,0,20241026193336,27,101,Latin,a,b,j,k,1,"If a changes to b, what does j change to ?",k
meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,1,20241026193336,27,102,Latin,c d,c d d,j k,j k k,1,"If c d changes to c d d, what does j k change to ?",k
meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,2,20241026193337,27,1001,Latin,e f,e g,i j,i k,1,"If e f changes to e g, what does i j change to ?",i k
meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,3,20241026193337,27,1002,Latin,d e,d d f f,j k,j j l l,1,"If d e changes to d d f f, what does j k change to ?","k
j k k k
i l
"
meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,4,20241026193338,27,1003,Latin,g h,g j,k l,k n,1,"If g h changes to g j, what does k l change to ?",k m
meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,5,20241026193338,27,1004,Latin,b c,b d d,g h,g i i,1,"If b c changes to b d d, what does g h change to ?","k l
g j j j"
meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,6,20241026193339,27,1005,Latin,d e,c e,k k l l,j j l l,1,"If d e changes to c e, what does k k l l change to ?","k l l l
c e e e"
meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,7,20241026193339,27,1001,Greek,zeta eta,zeta theta,kappa lambda,kappa mu,1,"If zeta eta changes to zeta theta, what does kappa lambda change to ?",kappa mu
meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,8,20241026193340,27,1002,Greek,gamma delta,gamma gamma epsilon epsilon,iota kappa,iota iota lambda lambda,1,"If gamma delta changes to gamma gamma epsilon epsilon, what does iota kappa change to ?","kappa mu
iota kappa"
meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,9,20241026193341,27,1003,Greek,epsilon zeta,epsilon theta,iota kappa,iota mu,1,"If epsilon zeta changes to epsilon theta, what does iota kappa change to ?",kappa mu
meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,10,20241026193341,27,1004,Greek,delta epsilon,delta zeta zeta,iota kappa,iota lambda lambda,1,"If delta epsilon changes to delta zeta zeta, what does iota kappa change to ?","kappa mu
kappa mu
kappa"
meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,11,20241026193342,27,1005,Greek,gamma delta,beta delta,eta eta theta theta,zeta zeta theta theta,1,"If gamma delta changes to beta delta, what does eta eta theta theta change to ?",kappa nu
meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,12,20241026193342,27,1001,Symbol,^ #,^ ~,{ =,{ :,1,"If ^ # changes to ^ ~, what does { = change to ?",k
meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,13,20241026193343,27,1002,Symbol,% !,% % ^ ^,# ~,# # $ $,1,"If % ! changes to % % ^ ^, what does # ~ change to ?","k
k
i j
j k
"
meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,14,20241026193343,27,1003,Symbol,# ~,# {,~ $,~ =,1,"If # ~ changes to # {, what does ~ $ change to ?",k
