model,rowid,timestamp,testletid,itemid,alphabet,A,B,C,D,template_nr,item_prompt,response
meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,0,20241026200030,48,101,Latin,a,b,j,k,1,"If a changes to b, what does j change to ?",k
meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,1,20241026200031,48,102,Latin,c d,c d d,j k,j k k,1,"If c d changes to c d d, what does j k change to ?",k
meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,2,20241026200032,48,1001,Latin,d e,d f,h i,h j,1,"If d e changes to d f, what does h i change to ?",h j
meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,3,20241026200032,48,1002,Latin,c d,c c e e,i j,i i k k,1,"If c d changes to c c e e, what does i j change to ?","k
j
h j
i l"
meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,4,20241026200033,48,1003,Latin,c d,c f,g h,g j,1,"If c d changes to c f, what does g h change to ?","k
j i
l m
g e"
meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,5,20241026200033,48,1004,Latin,d e,d f f,i j,i k k,1,"If d e changes to d f f, what does i j change to ?",k
meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,6,20241026200034,48,1005,Latin,g h,f h,n n o o,m m o o,1,"If g h changes to f h, what does n n o o change to ?","k
j i
l m
g e"
meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,7,20241026200034,48,1001,Greek,epsilon zeta,epsilon eta,iota kappa,iota lambda,1,"If epsilon zeta changes to epsilon eta, what does iota kappa change to ?",kappa lambda.
meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,8,20241026200035,48,1002,Greek,beta gamma,beta beta delta delta,theta iota,theta theta kappa kappa,1,"If beta gamma changes to beta beta delta delta, what does theta iota change to ?","k
k
l
g e
j"
meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,9,20241026200036,48,1003,Greek,alpha beta,alpha delta,epsilon zeta,epsilon theta,1,"If alpha beta changes to alpha delta, what does epsilon zeta change to ?","k
j
l
g e
k"
meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,10,20241026200037,48,1004,Greek,zeta eta,zeta theta theta,lambda mu,lambda nu nu,1,"If zeta eta changes to zeta theta theta, what does lambda mu change to ?","k
l
g e
j
l"
meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,11,20241026200037,48,1005,Greek,zeta eta,epsilon eta,kappa kappa lambda lambda,iota iota lambda lambda,1,"If zeta eta changes to epsilon eta, what does kappa kappa lambda lambda change to ?","kappa lambda
kappa lambda
kappa"
meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,12,20241026200038,48,1001,Symbol,! ^,! #,$ {,$ =,1,"If ! ^ changes to ! #, what does $ { change to ?",k #
meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,13,20241026200038,48,1002,Symbol,@ %,@ @ ! !,^ #,^ ^ ~ ~,1,"If @ % changes to @ @ ! !, what does ^ # change to ?","k #
! ! 
# ~
^ ~"
meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,14,20241026200039,48,1003,Symbol,@ %,@ ^,% !,% #,1,"If @ % changes to @ ^, what does % ! change to ?","k ~
# ~
^ ~
!"
meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,15,20241026200039,48,1004,Symbol,^ #,^ ~ ~,{ =,{ : :,1,"If ^ # changes to ^ ~ ~, what does { = change to ?","k ~
# ~
^ ~
!"
