model,rowid,timestamp,testletid,itemid,alphabet,A,B,C,D,template_nr,item_prompt,response
claude-3-5-sonnet-20241022,0,20241026183524,12,101,Latin,a,b,j,k,1,"If a changes to b, what does j change to ?",k
claude-3-5-sonnet-20241022,1,20241026183525,12,102,Latin,c d,c d d,j k,j k k,1,"If c d changes to c d d, what does j k change to ?",j k k
claude-3-5-sonnet-20241022,2,20241026183526,12,1001,Latin,c d,c e,g h,g i,1,"If c d changes to c e, what does g h change to ?",g i
claude-3-5-sonnet-20241022,3,20241026183526,12,1002,Latin,c d,c c e e,i j,i i k k,1,"If c d changes to c c e e, what does i j change to ?",i i k k
claude-3-5-sonnet-20241022,4,20241026183527,12,1003,Latin,g h,g j,k l,k n,1,"If g h changes to g j, what does k l change to ?",k m
claude-3-5-sonnet-20241022,5,20241026183527,12,1004,Latin,d e,d f f,i j,i k k,1,"If d e changes to d f f, what does i j change to ?",i k k
claude-3-5-sonnet-20241022,6,20241026183528,12,1005,Latin,g h,f h,n n o o,m m o o,1,"If g h changes to f h, what does n n o o change to ?",m n o o
claude-3-5-sonnet-20241022,7,20241026183529,12,1001,Greek,delta epsilon,delta zeta,theta iota,theta kappa,1,"If delta epsilon changes to delta zeta, what does theta iota change to ?",theta kappa
claude-3-5-sonnet-20241022,8,20241026183530,12,1002,Greek,beta gamma,beta beta delta delta,theta iota,theta theta kappa kappa,1,"If beta gamma changes to beta beta delta delta, what does theta iota change to ?",theta theta kappa kappa
claude-3-5-sonnet-20241022,9,20241026183531,12,1003,Greek,epsilon zeta,epsilon theta,iota kappa,iota mu,1,"If epsilon zeta changes to epsilon theta, what does iota kappa change to ?",iota mu
claude-3-5-sonnet-20241022,10,20241026183532,12,1004,Greek,zeta eta,zeta theta theta,lambda mu,lambda nu nu,1,"If zeta eta changes to zeta theta theta, what does lambda mu change to ?",lambda nu nu
claude-3-5-sonnet-20241022,11,20241026183533,12,1005,Greek,zeta eta,epsilon eta,kappa kappa lambda lambda,iota iota lambda lambda,1,"If zeta eta changes to epsilon eta, what does kappa kappa lambda lambda change to ?",iota kappa lambda lambda
claude-3-5-sonnet-20241022,12,20241026183534,12,1001,Symbol,% !,% ^,~ $,~ {,1,"If % ! changes to % ^, what does ~ $ change to ?",~ {
claude-3-5-sonnet-20241022,13,20241026183535,12,1002,Symbol,@ %,@ @ ! !,^ #,^ ^ ~ ~,1,"If @ % changes to @ @ ! !, what does ^ # change to ?",^ ^ ~ ~
claude-3-5-sonnet-20241022,14,20241026183536,12,1003,Symbol,# ~,# {,~ $,~ =,1,"If # ~ changes to # {, what does ~ $ change to ?",~ {
claude-3-5-sonnet-20241022,15,20241026183537,12,1004,Symbol,^ #,^ ~ ~,{ =,{ : :,1,"If ^ # changes to ^ ~ ~, what does { = change to ?",{ : :
claude-3-5-sonnet-20241022,16,20241026183538,12,1005,Symbol,~ $,# $,: : ) ),= = ) ),1,"If ~ $ changes to # $, what does : : ) ) change to ?",# # ) )
claude-3-sonnet-20240229,0,20241026183538,12,101,Latin,a,b,j,k,1,"If a changes to b, what does j change to ?",k
claude-3-sonnet-20240229,1,20241026183539,12,102,Latin,c d,c d d,j k,j k k,1,"If c d changes to c d d, what does j k change to ?",j k k
claude-3-sonnet-20240229,2,20241026183540,12,1001,Latin,c d,c e,g h,g i,1,"If c d changes to c e, what does g h change to ?",g i
claude-3-sonnet-20240229,3,20241026183540,12,1002,Latin,c d,c c e e,i j,i i k k,1,"If c d changes to c c e e, what does i j change to ?",i i j j
claude-3-sonnet-20240229,4,20241026183541,12,1003,Latin,g h,g j,k l,k n,1,"If g h changes to g j, what does k l change to ?",m n
claude-3-sonnet-20240229,5,20241026183541,12,1004,Latin,d e,d f f,i j,i k k,1,"If d e changes to d f f, what does i j change to ?",i j j
claude-3-sonnet-20240229,6,20241026183542,12,1005,Latin,g h,f h,n n o o,m m o o,1,"If g h changes to f h, what does n n o o change to ?",m n o o
claude-3-sonnet-20240229,7,20241026183543,12,1001,Greek,delta epsilon,delta zeta,theta iota,theta kappa,1,"If delta epsilon changes to delta zeta, what does theta iota change to ?",theta kappa
claude-3-sonnet-20240229,8,20241026183544,12,1002,Greek,beta gamma,beta beta delta delta,theta iota,theta theta kappa kappa,1,"If beta gamma changes to beta beta delta delta, what does theta iota change to ?",theta theta iota iota
claude-3-sonnet-20240229,9,20241026183545,12,1003,Greek,epsilon zeta,epsilon theta,iota kappa,iota mu,1,"If epsilon zeta changes to epsilon theta, what does iota kappa change to ?",iota lambda
claude-3-sonnet-20240229,10,20241026183546,12,1004,Greek,zeta eta,zeta theta theta,lambda mu,lambda nu nu,1,"If zeta eta changes to zeta theta theta, what does lambda mu change to ?",lambda nu nu
claude-3-sonnet-20240229,11,20241026183547,12,1005,Greek,zeta eta,epsilon eta,kappa kappa lambda lambda,iota iota lambda lambda,1,"If zeta eta changes to epsilon eta, what does kappa kappa lambda lambda change to ?",iota iota lambda lambda
claude-3-sonnet-20240229,12,20241026183547,12,1001,Symbol,% !,% ^,~ $,~ {,1,"If % ! changes to % ^, what does ~ $ change to ?",# %
