model,rowid,timestamp,testletid,itemid,alphabet,A,B,C,D,template_nr,item_prompt,response
claude-3-5-sonnet-20241022,0,20241026201635,32,101,Latin,a,b,j,k,1,"If a changes to b, what does j change to ?",k
claude-3-5-sonnet-20241022,1,20241026201635,32,102,Latin,c d,c d d,j k,j k k,1,"If c d changes to c d d, what does j k change to ?",j k k
claude-3-5-sonnet-20241022,2,20241026201636,32,1001,Latin,a b,a c,g h,g i,1,"If a b changes to a c, what does g h change to ?",g i
claude-3-5-sonnet-20241022,3,20241026201637,32,1002,Latin,b c,b b d d,h i,h h j j,1,"If b c changes to b b d d, what does h i change to ?",h h j j
claude-3-5-sonnet-20241022,4,20241026201637,32,1003,Latin,c d,c f,g h,g j,1,"If c d changes to c f, what does g h change to ?",g j
claude-3-5-sonnet-20241022,5,20241026201638,32,1004,Latin,b c,b d d,g h,g i i,1,"If b c changes to b d d, what does g h change to ?",g i i
claude-3-5-sonnet-20241022,6,20241026201639,32,1005,Latin,g h,f h,n n o o,m m o o,1,"If g h changes to f h, what does n n o o change to ?",m n o o
claude-3-5-sonnet-20241022,7,20241026201640,32,1001,Greek,alpha beta,alpha gamma,zeta eta,zeta theta,1,"If alpha beta changes to alpha gamma, what does zeta eta change to ?",zeta theta
claude-3-5-sonnet-20241022,8,20241026201641,32,1002,Greek,alpha beta,alpha alpha gamma gamma,eta theta,eta eta iota iota,1,"If alpha beta changes to alpha alpha gamma gamma, what does eta theta change to ?",eta eta theta theta
claude-3-5-sonnet-20241022,9,20241026201642,32,1003,Greek,alpha beta,alpha delta,epsilon zeta,epsilon theta,1,"If alpha beta changes to alpha delta, what does epsilon zeta change to ?",epsilon eta
claude-3-5-sonnet-20241022,10,20241026201643,32,1004,Greek,delta epsilon,delta zeta zeta,iota kappa,iota lambda lambda,1,"If delta epsilon changes to delta zeta zeta, what does iota kappa change to ?",iota lambda lambda
claude-3-5-sonnet-20241022,11,20241026201644,32,1005,Greek,zeta eta,epsilon eta,kappa kappa lambda lambda,iota iota lambda lambda,1,"If zeta eta changes to epsilon eta, what does kappa kappa lambda lambda change to ?",kappa kappa lambda lambda
claude-3-5-sonnet-20241022,12,20241026201645,32,1001,Symbol,* @,* %,~ $,~ {,1,"If * @ changes to * %, what does ~ $ change to ?",~ {
claude-3-5-sonnet-20241022,13,20241026201646,32,1002,Symbol,* @,* * % %,! ^,! ! # #,1,"If * @ changes to * * % %, what does ! ^ change to ?",! ! # #
claude-3-5-sonnet-20241022,14,20241026201647,32,1003,Symbol,@ %,@ ^,% !,% #,1,"If @ % changes to @ ^, what does % ! change to ?",% #
claude-3-5-sonnet-20241022,15,20241026201648,32,1004,Symbol,% !,% ^ ^,~ $,~ { {,1,"If % ! changes to % ^ ^, what does ~ $ change to ?",~ { {
claude-3-5-sonnet-20241022,16,20241026201649,32,1005,Symbol,~ $,# $,: : ) ),= = ) ),1,"If ~ $ changes to # $, what does : : ) ) change to ?",= = ) )
claude-3-sonnet-20240229,0,20241026201650,32,101,Latin,a,b,j,k,1,"If a changes to b, what does j change to ?",k
claude-3-sonnet-20240229,1,20241026201650,32,102,Latin,c d,c d d,j k,j k k,1,"If c d changes to c d d, what does j k change to ?",j k k
claude-3-sonnet-20240229,2,20241026201651,32,1001,Latin,a b,a c,g h,g i,1,"If a b changes to a c, what does g h change to ?",g i
claude-3-sonnet-20240229,3,20241026201651,32,1002,Latin,b c,b b d d,h i,h h j j,1,"If b c changes to b b d d, what does h i change to ?",h h j j
claude-3-sonnet-20240229,4,20241026201652,32,1003,Latin,c d,c f,g h,g j,1,"If c d changes to c f, what does g h change to ?",i j
claude-3-sonnet-20240229,5,20241026201652,32,1004,Latin,b c,b d d,g h,g i i,1,"If b c changes to b d d, what does g h change to ?",h i i
claude-3-sonnet-20240229,6,20241026201653,32,1005,Latin,g h,f h,n n o o,m m o o,1,"If g h changes to f h, what does n n o o change to ?",m n o o
claude-3-sonnet-20240229,7,20241026201654,32,1001,Greek,alpha beta,alpha gamma,zeta eta,zeta theta,1,"If alpha beta changes to alpha gamma, what does zeta eta change to ?",zeta theta
claude-3-sonnet-20240229,8,20241026201655,32,1002,Greek,alpha beta,alpha alpha gamma gamma,eta theta,eta eta iota iota,1,"If alpha beta changes to alpha alpha gamma gamma, what does eta theta change to ?",eta eta iota iota
claude-3-sonnet-20240229,9,20241026201656,32,1003,Greek,alpha beta,alpha delta,epsilon zeta,epsilon theta,1,"If alpha beta changes to alpha delta, what does epsilon zeta change to ?",theta kappa
claude-3-sonnet-20240229,10,20241026201658,32,1004,Greek,delta epsilon,delta zeta zeta,iota kappa,iota lambda lambda,1,"If delta epsilon changes to delta zeta zeta, what does iota kappa change to ?",iota kappa kappa
claude-3-sonnet-20240229,11,20241026201659,32,1005,Greek,zeta eta,epsilon eta,kappa kappa lambda lambda,iota iota lambda lambda,1,"If zeta eta changes to epsilon eta, what does kappa kappa lambda lambda change to ?",iota iota lambda lambda
claude-3-sonnet-20240229,12,20241026201659,32,1001,Symbol,* @,* %,~ $,~ {,1,"If * @ changes to * %, what does ~ $ change to ?",~ %
claude-3-sonnet-20240229,13,20241026201700,32,1002,Symbol,* @,* * % %,! ^,! ! # #,1,"If * @ changes to * * % %, what does ! ^ change to ?",! !
claude-3-sonnet-20240229,14,20241026201702,32,1003,Symbol,@ %,@ ^,% !,% #,1,"If @ % changes to @ ^, what does % ! change to ?","k
jkk
gi
hhj"
claude-3-sonnet-20240229,15,20241026201703,32,1004,Symbol,% !,% ^ ^,~ $,~ { {,1,"If % ! changes to % ^ ^, what does ~ $ change to ?",~ # #
claude-3-sonnet-20240229,16,20241026201704,32,1005,Symbol,~ $,# $,: : ) ),= = ) ),1,"If ~ $ changes to # $, what does : : ) ) change to ?",% % ) )
