model,rowid,timestamp,testletid,itemid,alphabet,A,B,C,D,template_nr,item_prompt,response
gpt-3.5-turbo-0125,0,20241026191943,49,101,Latin,a,b,j,k,1,"If a changes to b, what does j change to ?",k
gpt-3.5-turbo-0125,1,20241026191943,49,102,Latin,c d,c d d,j k,j k k,1,"If c d changes to c d d, what does j k change to ?",j k k
gpt-3.5-turbo-0125,2,20241026191944,49,1001,Latin,a b,a c,g h,g i,1,"If a b changes to a c, what does g h change to ?",g i
gpt-3.5-turbo-0125,3,20241026191944,49,1002,Latin,c d,c c e e,i j,i i k k,1,"If c d changes to c c e e, what does i j change to ?",i k
gpt-3.5-turbo-0125,4,20241026191944,49,1003,Latin,e f,e h,i j,i l,1,"If e f changes to e h, what does i j change to ?",i k
gpt-3.5-turbo-0125,5,20241026191945,49,1004,Latin,d e,d f f,g h,g i i,1,"If d e changes to d f f, what does g h change to ?",g i i
gpt-3.5-turbo-0125,6,20241026191945,49,1005,Latin,d e,c e,k k l l,j j l l,1,"If d e changes to c e, what does k k l l change to ?",c e e f
gpt-3.5-turbo-0125,7,20241026191946,49,1001,Greek,alpha beta,alpha gamma,zeta eta,zeta theta,1,"If alpha beta changes to alpha gamma, what does zeta eta change to ?",zeta gamma
gpt-3.5-turbo-0125,8,20241026191946,49,1002,Greek,beta gamma,beta beta delta delta,theta iota,theta theta kappa kappa,1,"If beta gamma changes to beta beta delta delta, what does theta iota change to ?",theta theta iota iota
gpt-3.5-turbo-0125,9,20241026191947,49,1003,Greek,gamma delta,gamma zeta,eta theta,eta kappa,1,"If gamma delta changes to gamma zeta, what does eta theta change to ?",eta zeta
gpt-3.5-turbo-0125,10,20241026191947,49,1004,Greek,eta theta,eta iota iota,lambda mu,lambda nu nu,1,"If eta theta changes to eta iota iota, what does lambda mu change to ?",lambda mu mu
gpt-3.5-turbo-0125,11,20241026191948,49,1005,Greek,gamma delta,beta delta,eta eta theta theta,zeta zeta theta theta,1,"If gamma delta changes to beta delta, what does eta eta theta theta change to ?",beta beta delta delta theta theta iota iota
gpt-3.5-turbo-0125,12,20241026191948,49,1001,Symbol,* @,* %,~ $,~ {,1,"If * @ changes to * %, what does ~ $ change to ?",~ #
gpt-3.5-turbo-0125,13,20241026191949,49,1002,Symbol,@ %,@ @ ! !,^ #,^ ^ ~ ~,1,"If @ % changes to @ @ ! !, what does ^ # change to ?",^ ^ ! !
gpt-3.5-turbo-0125,14,20241026191949,49,1003,Symbol,! ^,! ~,^ #,^ $,1,"If ! ^ changes to ! ~, what does ^ # change to ?",! ~
gpt-3.5-turbo-0125,15,20241026191950,49,1004,Symbol,! ^,! # #,$ {,$ = =,1,"If ! ^ changes to ! # #, what does $ { change to ?",~ # # #
gpt-3.5-turbo-0125,16,20241026191950,49,1005,Symbol,! ^,% ^,$ $ { {,~ ~ { {,1,"If ! ^ changes to % ^, what does $ $ { { change to ?",~ # # #
gpt-4-0613,0,20241026191950,49,101,Latin,a,b,j,k,1,"If a changes to b, what does j change to ?",k
gpt-4-0613,1,20241026191951,49,102,Latin,c d,c d d,j k,j k k,1,"If c d changes to c d d, what does j k change to ?",j k k
gpt-4-0613,2,20241026191951,49,1001,Latin,a b,a c,g h,g i,1,"If a b changes to a c, what does g h change to ?",g i
gpt-4-0613,3,20241026191952,49,1002,Latin,c d,c c e e,i j,i i k k,1,"If c d changes to c c e e, what does i j change to ?",i i k k
gpt-4-0613,4,20241026191952,49,1003,Latin,e f,e h,i j,i l,1,"If e f changes to e h, what does i j change to ?",i l
gpt-4-0613,5,20241026191953,49,1004,Latin,d e,d f f,g h,g i i,1,"If d e changes to d f f, what does g h change to ?",g h h
gpt-4-0613,6,20241026191953,49,1005,Latin,d e,c e,k k l l,j j l l,1,"If d e changes to c e, what does k k l l change to ?",j j l l
gpt-4-0613,7,20241026191954,49,1001,Greek,alpha beta,alpha gamma,zeta eta,zeta theta,1,"If alpha beta changes to alpha gamma, what does zeta eta change to ?",zeta theta
gpt-4-0613,8,20241026191954,49,1002,Greek,beta gamma,beta beta delta delta,theta iota,theta theta kappa kappa,1,"If beta gamma changes to beta beta delta delta, what does theta iota change to ?",theta theta kappa kappa
gpt-4-0613,9,20241026191955,49,1003,Greek,gamma delta,gamma zeta,eta theta,eta kappa,1,"If gamma delta changes to gamma zeta, what does eta theta change to ?",eta iota
gpt-4-0613,10,20241026191955,49,1004,Greek,eta theta,eta iota iota,lambda mu,lambda nu nu,1,"If eta theta changes to eta iota iota, what does lambda mu change to ?",lambda nu nu
gpt-4-0613,11,20241026191956,49,1005,Greek,gamma delta,beta delta,eta eta theta theta,zeta zeta theta theta,1,"If gamma delta changes to beta delta, what does eta eta theta theta change to ?",delta delta theta theta
gpt-4-0613,12,20241026191956,49,1001,Symbol,* @,* %,~ $,~ {,1,"If * @ changes to * %, what does ~ $ change to ?",~ #
gpt-4-0613,13,20241026191957,49,1002,Symbol,@ %,@ @ ! !,^ #,^ ^ ~ ~,1,"If @ % changes to @ @ ! !, what does ^ # change to ?",^ ^ ~ ~
gpt-4-0613,14,20241026191957,49,1003,Symbol,! ^,! ~,^ #,^ $,1,"If ! ^ changes to ! ~, what does ^ # change to ?",^ ~
gpt-4-0613,15,20241026191958,49,1004,Symbol,! ^,! # #,$ {,$ = =,1,"If ! ^ changes to ! # #, what does $ { change to ?",$ = =
gpt-4-0613,16,20241026191959,49,1005,Symbol,! ^,% ^,$ $ { {,~ ~ { {,1,"If ! ^ changes to % ^, what does $ $ { { change to ?",# # { {
gpt-4o-2024-08-06,0,20241026192000,49,101,Latin,a,b,j,k,1,"If a changes to b, what does j change to ?",k
gpt-4o-2024-08-06,1,20241026192000,49,102,Latin,c d,c d d,j k,j k k,1,"If c d changes to c d d, what does j k change to ?",j k k
