model,rowid,timestamp,testletid,itemid,alphabet,A,B,C,D,template_nr,item_prompt,response
meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,0,20241026184449,14,101,Latin,a,b,j,k,1,"If a changes to b, what does j change to ?",k
meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,1,20241026184449,14,102,Latin,c d,c d d,j k,j k k,1,"If c d changes to c d d, what does j k change to ?",k
meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,2,20241026184450,14,1001,Latin,a b,a c,g h,g i,1,"If a b changes to a c, what does g h change to ?",g i
meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,3,20241026184450,14,1002,Latin,e f,e e g g,k l,k k m m,1,"If e f changes to e e g g, what does k l change to ?",k l change to k l l
meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,4,20241026184451,14,1003,Latin,g h,g j,k l,k n,1,"If g h changes to g j, what does k l change to ?",k m
meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,5,20241026184451,14,1004,Latin,e f,e g g,j k,j l l,1,"If e f changes to e g g, what does j k change to ?",k l
meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,6,20241026184452,14,1005,Latin,f g,e g,m m n n,l l n n,1,"If f g changes to e g, what does m m n n change to ?",k l
meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,7,20241026184452,14,1001,Greek,alpha beta,alpha gamma,zeta eta,zeta theta,1,"If alpha beta changes to alpha gamma, what does zeta eta change to ?",kappa lambda
meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,8,20241026184452,14,1002,Greek,delta epsilon,delta delta zeta zeta,kappa lambda,kappa kappa mu mu,1,"If delta epsilon changes to delta delta zeta zeta, what does kappa lambda change to ?",kappa lambda change to kappa lambda lambda
meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,9,20241026184453,14,1003,Greek,epsilon zeta,epsilon theta,iota kappa,iota mu,1,"If epsilon zeta changes to epsilon theta, what does iota kappa change to ?","k
k l l
k m
k"
meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,10,20241026184453,14,1004,Greek,eta theta,eta iota iota,mu nu,mu xi xi,1,"If eta theta changes to eta iota iota, what does mu nu change to ?","kappa lambda
kappa lambda lambda
k"
meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,11,20241026184454,14,1005,Greek,epsilon zeta,delta zeta,iota iota kappa kappa,theta theta kappa kappa,1,"If epsilon zeta changes to delta zeta, what does iota iota kappa kappa change to ?","kappa lambda
kappa lambda lambda
k"
meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,12,20241026184454,14,1001,Symbol,* @,* %,~ $,~ {,1,"If * @ changes to * %, what does ~ $ change to ?",k.
meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,13,20241026184455,14,1002,Symbol,! ^,! ! # #,~ $,~ ~ { {,1,"If ! ^ changes to ! ! # #, what does ~ $ change to ?","k
k l l
k m
k"
meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,14,20241026184455,14,1003,Symbol,# ~,# {,~ $,~ =,1,"If # ~ changes to # {, what does ~ $ change to ?","k l
k m
k
k l"
meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,15,20241026184456,14,1004,Symbol,# ~,# $ $,= :,= ) ),1,"If # ~ changes to # $ $, what does = : change to ?","k
k l l
k m
k"
meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,16,20241026184456,14,1005,Symbol,# ~,^ ~,= = : :,{ { : :,1,"If # ~ changes to ^ ~, what does = = : : change to ?","k
k l l
k m
k"
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,0,20241026184457,14,101,Latin,a,b,j,k,1,"If a changes to b, what does j change to ?",k
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,1,20241026184458,14,102,Latin,c d,c d d,j k,j k k,1,"If c d changes to c d d, what does j k change to ?",j k k
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,2,20241026184459,14,1001,Latin,a b,a c,g h,g i,1,"If a b changes to a c, what does g h change to ?",g i
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,3,20241026184500,14,1002,Latin,e f,e e g g,k l,k k m m,1,"If e f changes to e e g g, what does k l change to ?",k k n n
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,4,20241026184501,14,1003,Latin,g h,g j,k l,k n,1,"If g h changes to g j, what does k l change to ?",k n
