model,rowid,timestamp,testletid,itemid,alphabet,A,B,C,D,template_nr,item_prompt,response
gpt-3.5-turbo-0125,0,20241026191636,42,101,Latin,a,b,j,k,1,"If a changes to b, what does j change to ?",k
gpt-3.5-turbo-0125,1,20241026191636,42,102,Latin,c d,c d d,j k,j k k,1,"If c d changes to c d d, what does j k change to ?",j k k
gpt-3.5-turbo-0125,2,20241026191637,42,1001,Latin,e f,e g,i j,i k,1,"If e f changes to e g, what does i j change to ?",i k
gpt-3.5-turbo-0125,3,20241026191637,42,1002,Latin,c d,c c e e,m n,m m o o,1,"If c d changes to c c e e, what does m n change to ?",m n o p
gpt-3.5-turbo-0125,4,20241026191638,42,1003,Latin,e f,e h,k l,k n,1,"If e f changes to e h, what does k l change to ?",k n
gpt-3.5-turbo-0125,5,20241026191638,42,1004,Latin,e f,e g g,j k,j l l,1,"If e f changes to e g g, what does j k change to ?",j k k
gpt-3.5-turbo-0125,6,20241026191639,42,1005,Latin,d e,c e,k k l l,j j l l,1,"If d e changes to c e, what does k k l l change to ?",j k l l m m
gpt-3.5-turbo-0125,7,20241026191639,42,1001,Greek,zeta eta,zeta theta,kappa lambda,kappa mu,1,"If zeta eta changes to zeta theta, what does kappa lambda change to ?",kappa lambda mu
gpt-3.5-turbo-0125,8,20241026191640,42,1002,Greek,gamma delta,gamma gamma epsilon epsilon,kappa lambda,kappa kappa mu mu,1,"If gamma delta changes to gamma gamma epsilon epsilon, what does kappa lambda change to ?",kappa lambda mu
gpt-3.5-turbo-0125,9,20241026191640,42,1003,Greek,epsilon zeta,epsilon theta,iota kappa,iota mu,1,"If epsilon zeta changes to epsilon theta, what does iota kappa change to ?",iota lambda
gpt-3.5-turbo-0125,10,20241026191641,42,1004,Greek,eta theta,eta iota iota,mu nu,mu xi xi,1,"If eta theta changes to eta iota iota, what does mu nu change to ?",mu nu nu xi
gpt-3.5-turbo-0125,11,20241026191641,42,1005,Greek,gamma delta,beta delta,eta eta theta theta,zeta zeta theta theta,1,"If gamma delta changes to beta delta, what does eta eta theta theta change to ?",eta eta iota iota
gpt-3.5-turbo-0125,12,20241026191642,42,1001,Symbol,^ #,^ ~,{ =,{ :,1,"If ^ # changes to ^ ~, what does { = change to ?",{ = :
gpt-3.5-turbo-0125,13,20241026191642,42,1002,Symbol,% !,% % ^ ^,= :,= = ) ),1,"If % ! changes to % % ^ ^, what does = : change to ?","i k
m n o p
k n"
gpt-3.5-turbo-0125,14,20241026191643,42,1003,Symbol,@ %,@ ^,# ~,# {,1,"If @ % changes to @ ^, what does # ~ change to ?",{ = : i k
gpt-3.5-turbo-0125,15,20241026191643,42,1004,Symbol,# ~,# $ $,= :,= ) ),1,"If # ~ changes to # $ $, what does = : change to ?",i k m n o p
gpt-3.5-turbo-0125,16,20241026191644,42,1005,Symbol,! ^,% ^,$ $ { {,~ ~ { {,1,"If ! ^ changes to % ^, what does $ $ { { change to ?",i k m n o p
gpt-4-0613,0,20241026191644,42,101,Latin,a,b,j,k,1,"If a changes to b, what does j change to ?",k
gpt-4-0613,1,20241026191645,42,102,Latin,c d,c d d,j k,j k k,1,"If c d changes to c d d, what does j k change to ?",j k k
gpt-4-0613,2,20241026191645,42,1001,Latin,e f,e g,i j,i k,1,"If e f changes to e g, what does i j change to ?",i k
gpt-4-0613,3,20241026191646,42,1002,Latin,c d,c c e e,m n,m m o o,1,"If c d changes to c c e e, what does m n change to ?",m m o o
gpt-4-0613,4,20241026191646,42,1003,Latin,e f,e h,k l,k n,1,"If e f changes to e h, what does k l change to ?",k n
gpt-4-0613,5,20241026191647,42,1004,Latin,e f,e g g,j k,j l l,1,"If e f changes to e g g, what does j k change to ?",j k k
gpt-4-0613,6,20241026191647,42,1005,Latin,d e,c e,k k l l,j j l l,1,"If d e changes to c e, what does k k l l change to ?",j j m m
gpt-4-0613,7,20241026191648,42,1001,Greek,zeta eta,zeta theta,kappa lambda,kappa mu,1,"If zeta eta changes to zeta theta, what does kappa lambda change to ?",kappa mu
gpt-4-0613,8,20241026191649,42,1002,Greek,gamma delta,gamma gamma epsilon epsilon,kappa lambda,kappa kappa mu mu,1,"If gamma delta changes to gamma gamma epsilon epsilon, what does kappa lambda change to ?",kappa kappa mu mu
gpt-4-0613,9,20241026191650,42,1003,Greek,epsilon zeta,epsilon theta,iota kappa,iota mu,1,"If epsilon zeta changes to epsilon theta, what does iota kappa change to ?",iota lambda
gpt-4-0613,10,20241026191650,42,1004,Greek,eta theta,eta iota iota,mu nu,mu xi xi,1,"If eta theta changes to eta iota iota, what does mu nu change to ?",mu xi xi
gpt-4-0613,11,20241026191651,42,1005,Greek,gamma delta,beta delta,eta eta theta theta,zeta zeta theta theta,1,"If gamma delta changes to beta delta, what does eta eta theta theta change to ?",zeta zeta iota iota
gpt-4-0613,12,20241026191651,42,1001,Symbol,^ #,^ ~,{ =,{ :,1,"If ^ # changes to ^ ~, what does { = change to ?",{ :
gpt-4-0613,13,20241026191652,42,1002,Symbol,% !,% % ^ ^,= :,= = ) ),1,"If % ! changes to % % ^ ^, what does = : change to ?",= = ) )
gpt-4-0613,14,20241026191652,42,1003,Symbol,@ %,@ ^,# ~,# {,1,"If @ % changes to @ ^, what does # ~ change to ?",# $
gpt-4-0613,15,20241026191653,42,1004,Symbol,# ~,# $ $,= :,= ) ),1,"If # ~ changes to # $ $, what does = : change to ?",= ) )
gpt-4-0613,16,20241026191653,42,1005,Symbol,! ^,% ^,$ $ { {,~ ~ { {,1,"If ! ^ changes to % ^, what does $ $ { { change to ?",% % @ @
gpt-4o-2024-08-06,0,20241026191654,42,101,Latin,a,b,j,k,1,"If a changes to b, what does j change to ?",k
gpt-4o-2024-08-06,1,20241026191654,42,102,Latin,c d,c d d,j k,j k k,1,"If c d changes to c d d, what does j k change to ?",j k k
gpt-4o-2024-08-06,2,20241026191654,42,1001,Latin,e f,e g,i j,i k,1,"If e f changes to e g, what does i j change to ?",i k
gpt-4o-2024-08-06,3,20241026191655,42,1002,Latin,c d,c c e e,m n,m m o o,1,"If c d changes to c c e e, what does m n change to ?",m m o o
gpt-4o-2024-08-06,4,20241026191655,42,1003,Latin,e f,e h,k l,k n,1,"If e f changes to e h, what does k l change to ?",k p
gpt-4o-2024-08-06,5,20241026191655,42,1004,Latin,e f,e g g,j k,j l l,1,"If e f changes to e g g, what does j k change to ?",j m m
gpt-4o-2024-08-06,6,20241026191656,42,1005,Latin,d e,c e,k k l l,j j l l,1,"If d e changes to c e, what does k k l l change to ?",j j l l
gpt-4o-2024-08-06,7,20241026191656,42,1001,Greek,zeta eta,zeta theta,kappa lambda,kappa mu,1,"If zeta eta changes to zeta theta, what does kappa lambda change to ?",kappa mu
gpt-4o-2024-08-06,8,20241026191657,42,1002,Greek,gamma delta,gamma gamma epsilon epsilon,kappa lambda,kappa kappa mu mu,1,"If gamma delta changes to gamma gamma epsilon epsilon, what does kappa lambda change to ?",kappa kappa mu mu
gpt-4o-2024-08-06,9,20241026191657,42,1003,Greek,epsilon zeta,epsilon theta,iota kappa,iota mu,1,"If epsilon zeta changes to epsilon theta, what does iota kappa change to ?",iota lambda
gpt-4o-2024-08-06,10,20241026191657,42,1004,Greek,eta theta,eta iota iota,mu nu,mu xi xi,1,"If eta theta changes to eta iota iota, what does mu nu change to ?",mu xi xi
gpt-4o-2024-08-06,11,20241026191658,42,1005,Greek,gamma delta,beta delta,eta eta theta theta,zeta zeta theta theta,1,"If gamma delta changes to beta delta, what does eta eta theta theta change to ?",zeta zeta theta theta
gpt-4o-2024-08-06,12,20241026191658,42,1001,Symbol,^ #,^ ~,{ =,{ :,1,"If ^ # changes to ^ ~, what does { = change to ?",{ :
gpt-4o-2024-08-06,13,20241026191659,42,1002,Symbol,% !,% % ^ ^,= :,= = ) ),1,"If % ! changes to % % ^ ^, what does = : change to ?",= = ^ ^
gpt-4o-2024-08-06,14,20241026191659,42,1003,Symbol,@ %,@ ^,# ~,# {,1,"If @ % changes to @ ^, what does # ~ change to ?",# ^
gpt-4o-2024-08-06,15,20241026191700,42,1004,Symbol,# ~,# $ $,= :,= ) ),1,"If # ~ changes to # $ $, what does = : change to ?",= { {
gpt-4o-2024-08-06,16,20241026191700,42,1005,Symbol,! ^,% ^,$ $ { {,~ ~ { {,1,"If ! ^ changes to % ^, what does $ $ { { change to ?",% % { {
