model,rowid,timestamp,testletid,itemid,alphabet,A,B,C,D,template_nr,item_prompt,response
meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,0,20241026185341,19,101,Latin,a,b,j,k,1,"If a changes to b, what does j change to ?",k
meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,1,20241026185341,19,102,Latin,c d,c d d,j k,j k k,1,"If c d changes to c d d, what does j k change to ?",k
meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,2,20241026185342,19,1001,Latin,e f,e g,i j,i k,1,"If e f changes to e g, what does i j change to ?",i k
meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,3,20241026185342,19,1002,Latin,c d,c c e e,m n,m m o o,1,"If c d changes to c c e e, what does m n change to ?","k
j k k k
i l
"
meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,4,20241026185343,19,1003,Latin,f g,f i,j k,j m,1,"If f g changes to f i, what does j k change to ?",k l
meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,5,20241026185344,19,1004,Latin,d e,d f f,g h,g i i,1,"If d e changes to d f f, what does g h change to ?","k l
m n n n
j l"
meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,6,20241026185344,19,1005,Latin,f g,e g,m m n n,l l n n,1,"If f g changes to e g, what does m m n n change to ?","k l
j l
m n o o"
meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,7,20241026185345,19,1001,Greek,zeta eta,zeta theta,kappa lambda,kappa mu,1,"If zeta eta changes to zeta theta, what does kappa lambda change to ?",kappa mu
meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,8,20241026185345,19,1002,Greek,gamma delta,gamma gamma epsilon epsilon,kappa lambda,kappa kappa mu mu,1,"If gamma delta changes to gamma gamma epsilon epsilon, what does kappa lambda change to ?","kappa mu
kappa mu"
meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,9,20241026185345,19,1003,Greek,delta epsilon,delta eta,theta iota,theta lambda,1,"If delta epsilon changes to delta eta, what does theta iota change to ?","kappa mu
kappa mu
iota"
meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,10,20241026185346,19,1004,Greek,eta theta,eta iota iota,lambda mu,lambda nu nu,1,"If eta theta changes to eta iota iota, what does lambda mu change to ?",kappa nu
meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,11,20241026185346,19,1005,Greek,epsilon zeta,delta zeta,iota iota kappa kappa,theta theta kappa kappa,1,"If epsilon zeta changes to delta zeta, what does iota iota kappa kappa change to ?","kappa nu
kappa nu
kappa"
meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,12,20241026185347,19,1001,Symbol,^ #,^ ~,{ =,{ :,1,"If ^ # changes to ^ ~, what does { = change to ?",k ~
meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,13,20241026185347,19,1002,Symbol,% !,% % ^ ^,= :,= = ) ),1,"If % ! changes to % % ^ ^, what does = : change to ?","k
k k
i l
k l"
meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,14,20241026185348,19,1003,Symbol,^ #,^ $,# ~,# {,1,"If ^ # changes to ^ $, what does # ~ change to ?","k ~
k k
i l
k"
meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,15,20241026185349,19,1004,Symbol,! ^,! # #,$ {,$ = =,1,"If ! ^ changes to ! # #, what does $ { change to ?","k ~
k k
i l
k"
meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,16,20241026185349,19,1005,Symbol,# ~,^ ~,= = : :,{ { : :,1,"If # ~ changes to ^ ~, what does = = : : change to ?","k k
k k
k k
k"
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,0,20241026185350,19,101,Latin,a,b,j,k,1,"If a changes to b, what does j change to ?",k
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,1,20241026185351,19,102,Latin,c d,c d d,j k,j k k,1,"If c d changes to c d d, what does j k change to ?",j k k
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,2,20241026185352,19,1001,Latin,e f,e g,i j,i k,1,"If e f changes to e g, what does i j change to ?",i k
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,3,20241026185353,19,1002,Latin,c d,c c e e,m n,m m o o,1,"If c d changes to c c e e, what does m n change to ?",m m o o
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,4,20241026185354,19,1003,Latin,f g,f i,j k,j m,1,"If f g changes to f i, what does j k change to ?",j m
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,5,20241026185355,19,1004,Latin,d e,d f f,g h,g i i,1,"If d e changes to d f f, what does g h change to ?",g i i
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,6,20241026185356,19,1005,Latin,f g,e g,m m n n,l l n n,1,"If f g changes to e g, what does m m n n change to ?",l l n n
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,7,20241026185357,19,1001,Greek,zeta eta,zeta theta,kappa lambda,kappa mu,1,"If zeta eta changes to zeta theta, what does kappa lambda change to ?",kappa mu
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,8,20241026185359,19,1002,Greek,gamma delta,gamma gamma epsilon epsilon,kappa lambda,kappa kappa mu mu,1,"If gamma delta changes to gamma gamma epsilon epsilon, what does kappa lambda change to ?",kappa kappa iota iota
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,9,20241026185400,19,1003,Greek,delta epsilon,delta eta,theta iota,theta lambda,1,"If delta epsilon changes to delta eta, what does theta iota change to ?",theta kappa
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,10,20241026185401,19,1004,Greek,eta theta,eta iota iota,lambda mu,lambda nu nu,1,"If eta theta changes to eta iota iota, what does lambda mu change to ?",lambda nu nu
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,11,20241026185402,19,1005,Greek,epsilon zeta,delta zeta,iota iota kappa kappa,theta theta kappa kappa,1,"If epsilon zeta changes to delta zeta, what does iota iota kappa kappa change to ?",theta theta kappa kappa
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,12,20241026185403,19,1001,Symbol,^ #,^ ~,{ =,{ :,1,"If ^ # changes to ^ ~, what does { = change to ?",{ ~
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,13,20241026185405,19,1002,Symbol,% !,% % ^ ^,= :,= = ) ),1,"If % ! changes to % % ^ ^, what does = : change to ?",= = ) )
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,14,20241026185406,19,1003,Symbol,^ #,^ $,# ~,# {,1,"If ^ # changes to ^ $, what does # ~ change to ?",# $
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,15,20241026185407,19,1004,Symbol,! ^,! # #,$ {,$ = =,1,"If ! ^ changes to ! # #, what does $ { change to ?",$ { {
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,16,20241026185408,19,1005,Symbol,# ~,^ ~,= = : :,{ { : :,1,"If # ~ changes to ^ ~, what does = = : : change to ?",= = ~ ~
meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo,0,20241026185409,19,101,Latin,a,b,j,k,1,"If a changes to b, what does j change to ?",k
meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo,1,20241026185410,19,102,Latin,c d,c d d,j k,j k k,1,"If c d changes to c d d, what does j k change to ?",j k k
meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo,2,20241026185411,19,1001,Latin,e f,e g,i j,i k,1,"If e f changes to e g, what does i j change to ?",i k
meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo,3,20241026185412,19,1002,Latin,c d,c c e e,m n,m m o o,1,"If c d changes to c c e e, what does m n change to ?",m m q q
meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo,4,20241026185412,19,1003,Latin,f g,f i,j k,j m,1,"If f g changes to f i, what does j k change to ?",j m
meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo,5,20241026185413,19,1004,Latin,d e,d f f,g h,g i i,1,"If d e changes to d f f, what does g h change to ?",g i i
meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo,6,20241026185414,19,1005,Latin,f g,e g,m m n n,l l n n,1,"If f g changes to e g, what does m m n n change to ?",l m n n
meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo,7,20241026185415,19,1001,Greek,zeta eta,zeta theta,kappa lambda,kappa mu,1,"If zeta eta changes to zeta theta, what does kappa lambda change to ?",kappa mu
meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo,8,20241026185416,19,1002,Greek,gamma delta,gamma gamma epsilon epsilon,kappa lambda,kappa kappa mu mu,1,"If gamma delta changes to gamma gamma epsilon epsilon, what does kappa lambda change to ?",kappa kappa nu nu
meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo,9,20241026185417,19,1003,Greek,delta epsilon,delta eta,theta iota,theta lambda,1,"If delta epsilon changes to delta eta, what does theta iota change to ?",theta kappa
meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo,10,20241026185418,19,1004,Greek,eta theta,eta iota iota,lambda mu,lambda nu nu,1,"If eta theta changes to eta iota iota, what does lambda mu change to ?",lambda nu nu
meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo,11,20241026185419,19,1005,Greek,epsilon zeta,delta zeta,iota iota kappa kappa,theta theta kappa kappa,1,"If epsilon zeta changes to delta zeta, what does iota iota kappa kappa change to ?",theta theta kappa kappa
