model,rowid,timestamp,testletid,itemid,alphabet,A,B,C,D,template_nr,item_prompt,response
gpt-3.5-turbo-0125,0,20241026192033,51,101,Latin,a,b,j,k,1,"If a changes to b, what does j change to ?",k
gpt-3.5-turbo-0125,1,20241026192033,51,102,Latin,c d,c d d,j k,j k k,1,"If c d changes to c d d, what does j k change to ?",j k k
gpt-3.5-turbo-0125,2,20241026192033,51,1001,Latin,a b,a c,e f,e g,1,"If a b changes to a c, what does e f change to ?",e g
gpt-3.5-turbo-0125,3,20241026192034,51,1002,Latin,e f,e e g g,k l,k k m m,1,"If e f changes to e e g g, what does k l change to ?",k k m m
gpt-3.5-turbo-0125,4,20241026192034,51,1003,Latin,f g,f i,j k,j m,1,"If f g changes to f i, what does j k change to ?",j m
gpt-3.5-turbo-0125,5,20241026192035,51,1004,Latin,a b,a c c,f g,f h h,1,"If a b changes to a c c, what does f g change to ?",f i i
gpt-3.5-turbo-0125,6,20241026192035,51,1005,Latin,c d,b d,j j k k,i i k k,1,"If c d changes to b d, what does j j k k change to ?",b d d d
gpt-3.5-turbo-0125,7,20241026192036,51,1001,Greek,beta gamma,beta delta,zeta eta,zeta theta,1,"If beta gamma changes to beta delta, what does zeta eta change to ?",zeta delta
gpt-3.5-turbo-0125,8,20241026192036,51,1002,Greek,delta epsilon,delta delta zeta zeta,kappa lambda,kappa kappa mu mu,1,"If delta epsilon changes to delta delta zeta zeta, what does kappa lambda change to ?",kappa kappa mu mu
gpt-3.5-turbo-0125,9,20241026192037,51,1003,Greek,delta epsilon,delta eta,theta iota,theta lambda,1,"If delta epsilon changes to delta eta, what does theta iota change to ?",theta theta lambda lambda
gpt-3.5-turbo-0125,10,20241026192037,51,1004,Greek,gamma delta,gamma epsilon epsilon,theta iota,theta kappa kappa,1,"If gamma delta changes to gamma epsilon epsilon, what does theta iota change to ?",theta theta eta eta
gpt-3.5-turbo-0125,11,20241026192038,51,1005,Greek,beta gamma,alpha gamma,zeta zeta eta eta,epsilon epsilon eta eta,1,"If beta gamma changes to alpha gamma, what does zeta zeta eta eta change to ?",alpha alpha eta eta
gpt-3.5-turbo-0125,12,20241026192038,51,1001,Symbol,* @,* %,^ #,^ ~,1,"If * @ changes to * %, what does ^ # change to ?",^ ~
gpt-3.5-turbo-0125,13,20241026192039,51,1002,Symbol,! ^,! ! # #,~ $,~ ~ { {,1,"If ! ^ changes to ! ! # #, what does ~ $ change to ?",~ ~ $ $
gpt-3.5-turbo-0125,14,20241026192039,51,1003,Symbol,^ #,^ $,# ~,# {,1,"If ^ # changes to ^ $, what does # ~ change to ?",# $
gpt-3.5-turbo-0125,15,20241026192041,51,1004,Symbol,@ %,@ ! !,# ~,# $ $,1,"If @ % changes to @ ! !, what does # ~ change to ?",# $ $
gpt-3.5-turbo-0125,16,20241026192041,51,1005,Symbol,% !,@ !,~ ~ $ $,# # $ $,1,"If % ! changes to @ !, what does ~ ~ $ $ change to ?",~ ~ @ @
gpt-4-0613,0,20241026192042,51,101,Latin,a,b,j,k,1,"If a changes to b, what does j change to ?",k
gpt-4-0613,1,20241026192042,51,102,Latin,c d,c d d,j k,j k k,1,"If c d changes to c d d, what does j k change to ?",j k k
gpt-4-0613,2,20241026192043,51,1001,Latin,a b,a c,e f,e g,1,"If a b changes to a c, what does e f change to ?",e g
gpt-4-0613,3,20241026192043,51,1002,Latin,e f,e e g g,k l,k k m m,1,"If e f changes to e e g g, what does k l change to ?",k k m m
gpt-4-0613,4,20241026192044,51,1003,Latin,f g,f i,j k,j m,1,"If f g changes to f i, what does j k change to ?",j m
gpt-4-0613,5,20241026192044,51,1004,Latin,a b,a c c,f g,f h h,1,"If a b changes to a c c, what does f g change to ?",f h h
gpt-4-0613,6,20241026192045,51,1005,Latin,c d,b d,j j k k,i i k k,1,"If c d changes to b d, what does j j k k change to ?",i j k k
gpt-4-0613,7,20241026192046,51,1001,Greek,beta gamma,beta delta,zeta eta,zeta theta,1,"If beta gamma changes to beta delta, what does zeta eta change to ?",zeta theta
gpt-4-0613,8,20241026192046,51,1002,Greek,delta epsilon,delta delta zeta zeta,kappa lambda,kappa kappa mu mu,1,"If delta epsilon changes to delta delta zeta zeta, what does kappa lambda change to ?",kappa kappa mu mu
gpt-4-0613,9,20241026192047,51,1003,Greek,delta epsilon,delta eta,theta iota,theta lambda,1,"If delta epsilon changes to delta eta, what does theta iota change to ?",theta kappa
gpt-4-0613,10,20241026192047,51,1004,Greek,gamma delta,gamma epsilon epsilon,theta iota,theta kappa kappa,1,"If gamma delta changes to gamma epsilon epsilon, what does theta iota change to ?",theta kappa kappa
gpt-4-0613,11,20241026192048,51,1005,Greek,beta gamma,alpha gamma,zeta zeta eta eta,epsilon epsilon eta eta,1,"If beta gamma changes to alpha gamma, what does zeta zeta eta eta change to ?",epsilon zeta eta eta
gpt-4-0613,12,20241026192048,51,1001,Symbol,* @,* %,^ #,^ ~,1,"If * @ changes to * %, what does ^ # change to ?",^ !
gpt-4-0613,13,20241026192049,51,1002,Symbol,! ^,! ! # #,~ $,~ ~ { {,1,"If ! ^ changes to ! ! # #, what does ~ $ change to ?",~ ~ { {
gpt-4-0613,14,20241026192049,51,1003,Symbol,^ #,^ $,# ~,# {,1,"If ^ # changes to ^ $, what does # ~ change to ?",# $
gpt-4-0613,15,20241026192050,51,1004,Symbol,@ %,@ ! !,# ~,# $ $,1,"If @ % changes to @ ! !, what does # ~ change to ?",# $ $
gpt-4-0613,16,20241026192051,51,1005,Symbol,% !,@ !,~ ~ $ $,# # $ $,1,"If % ! changes to @ !, what does ~ ~ $ $ change to ?",* * { {
gpt-4o-2024-08-06,0,20241026192051,51,101,Latin,a,b,j,k,1,"If a changes to b, what does j change to ?",k
gpt-4o-2024-08-06,1,20241026192051,51,102,Latin,c d,c d d,j k,j k k,1,"If c d changes to c d d, what does j k change to ?",j k k
gpt-4o-2024-08-06,2,20241026192052,51,1001,Latin,a b,a c,e f,e g,1,"If a b changes to a c, what does e f change to ?",e g
gpt-4o-2024-08-06,3,20241026192052,51,1002,Latin,e f,e e g g,k l,k k m m,1,"If e f changes to e e g g, what does k l change to ?",k k m m
gpt-4o-2024-08-06,4,20241026192053,51,1003,Latin,f g,f i,j k,j m,1,"If f g changes to f i, what does j k change to ?",j m
gpt-4o-2024-08-06,5,20241026192053,51,1004,Latin,a b,a c c,f g,f h h,1,"If a b changes to a c c, what does f g change to ?",f h h
gpt-4o-2024-08-06,6,20241026192054,51,1005,Latin,c d,b d,j j k k,i i k k,1,"If c d changes to b d, what does j j k k change to ?",i i k k
gpt-4o-2024-08-06,7,20241026192054,51,1001,Greek,beta gamma,beta delta,zeta eta,zeta theta,1,"If beta gamma changes to beta delta, what does zeta eta change to ?",zeta theta
gpt-4o-2024-08-06,8,20241026192055,51,1002,Greek,delta epsilon,delta delta zeta zeta,kappa lambda,kappa kappa mu mu,1,"If delta epsilon changes to delta delta zeta zeta, what does kappa lambda change to ?",kappa kappa mu mu
gpt-4o-2024-08-06,9,20241026192055,51,1003,Greek,delta epsilon,delta eta,theta iota,theta lambda,1,"If delta epsilon changes to delta eta, what does theta iota change to ?",theta kappa
gpt-4o-2024-08-06,10,20241026192056,51,1004,Greek,gamma delta,gamma epsilon epsilon,theta iota,theta kappa kappa,1,"If gamma delta changes to gamma epsilon epsilon, what does theta iota change to ?",theta kappa kappa
gpt-4o-2024-08-06,11,20241026192056,51,1005,Greek,beta gamma,alpha gamma,zeta zeta eta eta,epsilon epsilon eta eta,1,"If beta gamma changes to alpha gamma, what does zeta zeta eta eta change to ?",alpha alpha eta eta
gpt-4o-2024-08-06,12,20241026192057,51,1001,Symbol,* @,* %,^ #,^ ~,1,"If * @ changes to * %, what does ^ # change to ?",^ ~
gpt-4o-2024-08-06,13,20241026192057,51,1002,Symbol,! ^,! ! # #,~ $,~ ~ { {,1,"If ! ^ changes to ! ! # #, what does ~ $ change to ?",~ ~ { {
gpt-4o-2024-08-06,14,20241026192058,51,1003,Symbol,^ #,^ $,# ~,# {,1,"If ^ # changes to ^ $, what does # ~ change to ?",# $
