model,rowid,timestamp,testletid,itemid,alphabet,A,B,C,D,template_nr,item_prompt,response
claude-3-5-sonnet-20241022,0,20241026201220,24,101,Latin,a,b,j,k,1,"If a changes to b, what does j change to ?",k
claude-3-5-sonnet-20241022,1,20241026201221,24,102,Latin,c d,c d d,j k,j k k,1,"If c d changes to c d d, what does j k change to ?",j k k
claude-3-5-sonnet-20241022,2,20241026201221,24,1001,Latin,e f,e g,i j,i k,1,"If e f changes to e g, what does i j change to ?",i k
claude-3-5-sonnet-20241022,3,20241026201222,24,1002,Latin,d e,d d f f,j k,j j l l,1,"If d e changes to d d f f, what does j k change to ?",j j k k
claude-3-5-sonnet-20241022,4,20241026201222,24,1003,Latin,f g,f i,j k,j m,1,"If f g changes to f i, what does j k change to ?",j m
claude-3-5-sonnet-20241022,5,20241026201223,24,1004,Latin,a b,a c c,f g,f h h,1,"If a b changes to a c c, what does f g change to ?",f h h
claude-3-5-sonnet-20241022,6,20241026201224,24,1005,Latin,c d,b d,j j k k,i i k k,1,"If c d changes to b d, what does j j k k change to ?",i j k k
claude-3-5-sonnet-20241022,7,20241026201225,24,1001,Greek,zeta eta,zeta theta,kappa lambda,kappa mu,1,"If zeta eta changes to zeta theta, what does kappa lambda change to ?",kappa mu
claude-3-5-sonnet-20241022,8,20241026201226,24,1002,Greek,gamma delta,gamma gamma epsilon epsilon,iota kappa,iota iota lambda lambda,1,"If gamma delta changes to gamma gamma epsilon epsilon, what does iota kappa change to ?",iota iota kappa kappa
claude-3-5-sonnet-20241022,9,20241026201227,24,1003,Greek,delta epsilon,delta eta,theta iota,theta lambda,1,"If delta epsilon changes to delta eta, what does theta iota change to ?",theta kappa
claude-3-5-sonnet-20241022,10,20241026201228,24,1004,Greek,gamma delta,gamma epsilon epsilon,theta iota,theta kappa kappa,1,"If gamma delta changes to gamma epsilon epsilon, what does theta iota change to ?",theta iota iota
claude-3-5-sonnet-20241022,11,20241026201229,24,1005,Greek,beta gamma,alpha gamma,zeta zeta eta eta,epsilon epsilon eta eta,1,"If beta gamma changes to alpha gamma, what does zeta zeta eta eta change to ?",epsilon zeta eta eta
claude-3-5-sonnet-20241022,12,20241026201230,24,1001,Symbol,^ #,^ ~,{ =,{ :,1,"If ^ # changes to ^ ~, what does { = change to ?",{ $
claude-3-5-sonnet-20241022,13,20241026201232,24,1002,Symbol,% !,% % ^ ^,# ~,# # $ $,1,"If % ! changes to % % ^ ^, what does # ~ change to ?",# # ~ ~
claude-3-5-sonnet-20241022,14,20241026201233,24,1003,Symbol,^ #,^ $,# ~,# {,1,"If ^ # changes to ^ $, what does # ~ change to ?",# $
claude-3-5-sonnet-20241022,15,20241026201233,24,1004,Symbol,@ %,@ ! !,# ~,# $ $,1,"If @ % changes to @ ! !, what does # ~ change to ?",# $ $
claude-3-5-sonnet-20241022,16,20241026201235,24,1005,Symbol,% !,@ !,~ ~ $ $,# # $ $,1,"If % ! changes to @ !, what does ~ ~ $ $ change to ?",~ ~ : :
claude-3-sonnet-20240229,0,20241026201235,24,101,Latin,a,b,j,k,1,"If a changes to b, what does j change to ?",k
claude-3-sonnet-20240229,1,20241026201236,24,102,Latin,c d,c d d,j k,j k k,1,"If c d changes to c d d, what does j k change to ?",j k k
claude-3-sonnet-20240229,2,20241026201236,24,1001,Latin,e f,e g,i j,i k,1,"If e f changes to e g, what does i j change to ?",i k
claude-3-sonnet-20240229,3,20241026201237,24,1002,Latin,d e,d d f f,j k,j j l l,1,"If d e changes to d d f f, what does j k change to ?",j j l l
claude-3-sonnet-20240229,4,20241026201237,24,1003,Latin,f g,f i,j k,j m,1,"If f g changes to f i, what does j k change to ?",j m
claude-3-sonnet-20240229,5,20241026201238,24,1004,Latin,a b,a c c,f g,f h h,1,"If a b changes to a c c, what does f g change to ?",f h h
claude-3-sonnet-20240229,6,20241026201239,24,1005,Latin,c d,b d,j j k k,i i k k,1,"If c d changes to b d, what does j j k k change to ?",i j k k
claude-3-sonnet-20240229,7,20241026201240,24,1001,Greek,zeta eta,zeta theta,kappa lambda,kappa mu,1,"If zeta eta changes to zeta theta, what does kappa lambda change to ?",kappa mu
claude-3-sonnet-20240229,8,20241026201241,24,1002,Greek,gamma delta,gamma gamma epsilon epsilon,iota kappa,iota iota lambda lambda,1,"If gamma delta changes to gamma gamma epsilon epsilon, what does iota kappa change to ?",iota iota lambda lambda
claude-3-sonnet-20240229,9,20241026201242,24,1003,Greek,delta epsilon,delta eta,theta iota,theta lambda,1,"If delta epsilon changes to delta eta, what does theta iota change to ?",theta mu
claude-3-sonnet-20240229,10,20241026201243,24,1004,Greek,gamma delta,gamma epsilon epsilon,theta iota,theta kappa kappa,1,"If gamma delta changes to gamma epsilon epsilon, what does theta iota change to ?",theta lambda lambda
claude-3-sonnet-20240229,11,20241026201245,24,1005,Greek,beta gamma,alpha gamma,zeta zeta eta eta,epsilon epsilon eta eta,1,"If beta gamma changes to alpha gamma, what does zeta zeta eta eta change to ?",upsilon upsilon theta theta
claude-3-sonnet-20240229,12,20241026201245,24,1001,Symbol,^ #,^ ~,{ =,{ :,1,"If ^ # changes to ^ ~, what does { = change to ?",{ ~
claude-3-sonnet-20240229,13,20241026201246,24,1002,Symbol,% !,% % ^ ^,# ~,# # $ $,1,"If % ! changes to % % ^ ^, what does # ~ change to ?","# $ $
If = : changes to ="
claude-3-sonnet-20240229,14,20241026201247,24,1003,Symbol,^ #,^ $,# ~,# {,1,"If ^ # changes to ^ $, what does # ~ change to ?","k
j k k
i k
j"
claude-3-sonnet-20240229,15,20241026201248,24,1004,Symbol,@ %,@ ! !,# ~,# $ $,1,"If @ % changes to @ ! !, what does # ~ change to ?",# &
