model,rowid,timestamp,testletid,itemid,alphabet,A,B,C,D,template_nr,item_prompt,response
gpt-3.5-turbo-0125,0,20241026190945,27,101,Latin,a,b,j,k,1,"If a changes to b, what does j change to ?",k
gpt-3.5-turbo-0125,1,20241026190946,27,102,Latin,c d,c d d,j k,j k k,1,"If c d changes to c d d, what does j k change to ?",j k k
gpt-3.5-turbo-0125,2,20241026190946,27,1001,Latin,e f,e g,i j,i k,1,"If e f changes to e g, what does i j change to ?",i k
gpt-3.5-turbo-0125,3,20241026190947,27,1002,Latin,d e,d d f f,j k,j j l l,1,"If d e changes to d d f f, what does j k change to ?",j k k l
gpt-3.5-turbo-0125,4,20241026190947,27,1003,Latin,g h,g j,k l,k n,1,"If g h changes to g j, what does k l change to ?",k m
gpt-3.5-turbo-0125,5,20241026190948,27,1004,Latin,b c,b d d,g h,g i i,1,"If b c changes to b d d, what does g h change to ?",g i i
gpt-3.5-turbo-0125,6,20241026190949,27,1005,Latin,d e,c e,k k l l,j j l l,1,"If d e changes to c e, what does k k l l change to ?",j l l m
gpt-3.5-turbo-0125,7,20241026190949,27,1001,Greek,zeta eta,zeta theta,kappa lambda,kappa mu,1,"If zeta eta changes to zeta theta, what does kappa lambda change to ?",kappa lambda mu
gpt-3.5-turbo-0125,8,20241026190950,27,1002,Greek,gamma delta,gamma gamma epsilon epsilon,iota kappa,iota iota lambda lambda,1,"If gamma delta changes to gamma gamma epsilon epsilon, what does iota kappa change to ?",iota kappa lambda lambda
gpt-3.5-turbo-0125,9,20241026190950,27,1003,Greek,epsilon zeta,epsilon theta,iota kappa,iota mu,1,"If epsilon zeta changes to epsilon theta, what does iota kappa change to ?",iota kappa lambda mu
gpt-3.5-turbo-0125,10,20241026190951,27,1004,Greek,delta epsilon,delta zeta zeta,iota kappa,iota lambda lambda,1,"If delta epsilon changes to delta zeta zeta, what does iota kappa change to ?",iota kappa lambda mu
gpt-3.5-turbo-0125,11,20241026190953,27,1005,Greek,gamma delta,beta delta,eta eta theta theta,zeta zeta theta theta,1,"If gamma delta changes to beta delta, what does eta eta theta theta change to ?",eta eta zeta zeta
gpt-3.5-turbo-0125,12,20241026190954,27,1001,Symbol,^ #,^ ~,{ =,{ :,1,"If ^ # changes to ^ ~, what does { = change to ?",{ = :
gpt-3.5-turbo-0125,13,20241026190954,27,1002,Symbol,% !,% % ^ ^,# ~,# # $ $,1,"If % ! changes to % % ^ ^, what does # ~ change to ?",# ~ % %
gpt-3.5-turbo-0125,14,20241026190954,27,1003,Symbol,# ~,# {,~ $,~ =,1,"If # ~ changes to # {, what does ~ $ change to ?",{ = :
gpt-3.5-turbo-0125,15,20241026190955,27,1004,Symbol,% !,% ^ ^,~ $,~ { {,1,"If % ! changes to % ^ ^, what does ~ $ change to ?","{ = :
# ~ % %"
gpt-3.5-turbo-0125,16,20241026190955,27,1005,Symbol,! ^,% ^,$ $ { {,~ ~ { {,1,"If ! ^ changes to % ^, what does $ $ { { change to ?",$ $ { { % % ^ ^
gpt-4-0613,0,20241026190956,27,101,Latin,a,b,j,k,1,"If a changes to b, what does j change to ?",k
gpt-4-0613,1,20241026190956,27,102,Latin,c d,c d d,j k,j k k,1,"If c d changes to c d d, what does j k change to ?",j k k
gpt-4-0613,2,20241026190959,27,1001,Latin,e f,e g,i j,i k,1,"If e f changes to e g, what does i j change to ?",i k
gpt-4-0613,3,20241026190959,27,1002,Latin,d e,d d f f,j k,j j l l,1,"If d e changes to d d f f, what does j k change to ?",j j k k
gpt-4-0613,4,20241026191000,27,1003,Latin,g h,g j,k l,k n,1,"If g h changes to g j, what does k l change to ?",k n
gpt-4-0613,5,20241026191000,27,1004,Latin,b c,b d d,g h,g i i,1,"If b c changes to b d d, what does g h change to ?",g i i
gpt-4-0613,6,20241026191001,27,1005,Latin,d e,c e,k k l l,j j l l,1,"If d e changes to c e, what does k k l l change to ?",j j l l
gpt-4-0613,7,20241026191002,27,1001,Greek,zeta eta,zeta theta,kappa lambda,kappa mu,1,"If zeta eta changes to zeta theta, what does kappa lambda change to ?",kappa mu
gpt-4-0613,8,20241026191002,27,1002,Greek,gamma delta,gamma gamma epsilon epsilon,iota kappa,iota iota lambda lambda,1,"If gamma delta changes to gamma gamma epsilon epsilon, what does iota kappa change to ?",iota iota kappa kappa
gpt-4-0613,9,20241026191003,27,1003,Greek,epsilon zeta,epsilon theta,iota kappa,iota mu,1,"If epsilon zeta changes to epsilon theta, what does iota kappa change to ?",iota lambda
gpt-4-0613,10,20241026191003,27,1004,Greek,delta epsilon,delta zeta zeta,iota kappa,iota lambda lambda,1,"If delta epsilon changes to delta zeta zeta, what does iota kappa change to ?",iota lambda lambda
gpt-4-0613,11,20241026191004,27,1005,Greek,gamma delta,beta delta,eta eta theta theta,zeta zeta theta theta,1,"If gamma delta changes to beta delta, what does eta eta theta theta change to ?",zeta zeta theta theta
gpt-4-0613,12,20241026191004,27,1001,Symbol,^ #,^ ~,{ =,{ :,1,"If ^ # changes to ^ ~, what does { = change to ?",{ :
gpt-4-0613,13,20241026191005,27,1002,Symbol,% !,% % ^ ^,# ~,# # $ $,1,"If % ! changes to % % ^ ^, what does # ~ change to ?",# # @ @
gpt-4-0613,14,20241026191005,27,1003,Symbol,# ~,# {,~ $,~ =,1,"If # ~ changes to # {, what does ~ $ change to ?",~ {
gpt-4-0613,15,20241026191006,27,1004,Symbol,% !,% ^ ^,~ $,~ { {,1,"If % ! changes to % ^ ^, what does ~ $ change to ?",~ # #
gpt-4-0613,16,20241026191006,27,1005,Symbol,! ^,% ^,$ $ { {,~ ~ { {,1,"If ! ^ changes to % ^, what does $ $ { { change to ?",# $ $ { {
gpt-4o-2024-08-06,0,20241026191007,27,101,Latin,a,b,j,k,1,"If a changes to b, what does j change to ?",k
gpt-4o-2024-08-06,1,20241026191008,27,102,Latin,c d,c d d,j k,j k k,1,"If c d changes to c d d, what does j k change to ?",j k k
gpt-4o-2024-08-06,2,20241026191009,27,1001,Latin,e f,e g,i j,i k,1,"If e f changes to e g, what does i j change to ?",i k
gpt-4o-2024-08-06,3,20241026191009,27,1002,Latin,d e,d d f f,j k,j j l l,1,"If d e changes to d d f f, what does j k change to ?",j j l l
gpt-4o-2024-08-06,4,20241026191010,27,1003,Latin,g h,g j,k l,k n,1,"If g h changes to g j, what does k l change to ?",k n
gpt-4o-2024-08-06,5,20241026191010,27,1004,Latin,b c,b d d,g h,g i i,1,"If b c changes to b d d, what does g h change to ?",g i i
