model,rowid,timestamp,testletid,itemid,alphabet,A,B,C,D,template_nr,item_prompt,response
meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,0,20241026194256,34,101,Latin,a,b,j,k,1,"If a changes to b, what does j change to ?",k
meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,1,20241026194256,34,102,Latin,c d,c d d,j k,j k k,1,"If c d changes to c d d, what does j k change to ?",k
meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,2,20241026194256,34,1001,Latin,d e,d f,h i,h j,1,"If d e changes to d f, what does h i change to ?",i j
meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,3,20241026194257,34,1002,Latin,c d,c c e e,i j,i i k k,1,"If c d changes to c c e e, what does i j change to ?","k
j
i l
i e"
meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,4,20241026194258,34,1003,Latin,f g,f i,j k,j m,1,"If f g changes to f i, what does j k change to ?",k l
meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,5,20241026194258,34,1004,Latin,d e,d f f,g h,g i i,1,"If d e changes to d f f, what does g h change to ?","k
j l
e j
k l"
meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,6,20241026194259,34,1005,Latin,c d,b d,j j k k,i i k k,1,"If c d changes to b d, what does j j k k change to ?","k l
j l
i e
j"
meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,7,20241026194300,34,1001,Greek,epsilon zeta,epsilon eta,iota kappa,iota lambda,1,"If epsilon zeta changes to epsilon eta, what does iota kappa change to ?",kappa lambda.
meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,8,20241026194300,34,1002,Greek,beta gamma,beta beta delta delta,theta iota,theta theta kappa kappa,1,"If beta gamma changes to beta beta delta delta, what does theta iota change to ?","kappa lambda
lambda mu
iota kappa"
meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,9,20241026194301,34,1003,Greek,delta epsilon,delta eta,theta iota,theta lambda,1,"If delta epsilon changes to delta eta, what does theta iota change to ?","kappa lambda
iota kappa
kappa"
meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,10,20241026194302,34,1004,Greek,eta theta,eta iota iota,lambda mu,lambda nu nu,1,"If eta theta changes to eta iota iota, what does lambda mu change to ?","kappa lambda
kappa lambda
mu nu"
meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,11,20241026194302,34,1005,Greek,beta gamma,alpha gamma,zeta zeta eta eta,epsilon epsilon eta eta,1,"If beta gamma changes to alpha gamma, what does zeta zeta eta eta change to ?","kappa lambda
kappa lambda
kappa"
meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,12,20241026194303,34,1001,Symbol,! ^,! #,$ {,$ =,1,"If ! ^ changes to ! #, what does $ { change to ?","k
k
iota kappa
kappa"
meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,13,20241026194303,34,1002,Symbol,@ %,@ @ ! !,^ #,^ ^ ~ ~,1,"If @ % changes to @ @ ! !, what does ^ # change to ?","k
iota kappa
kappa
k"
meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,14,20241026194304,34,1003,Symbol,^ #,^ $,# ~,# {,1,"If ^ # changes to ^ $, what does # ~ change to ?","k
k
i
k
k
"
meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,15,20241026194304,34,1004,Symbol,! ^,! # #,$ {,$ = =,1,"If ! ^ changes to ! # #, what does $ { change to ?",k
meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,16,20241026194305,34,1005,Symbol,% !,@ !,~ ~ $ $,# # $ $,1,"If % ! changes to @ !, what does ~ ~ $ $ change to ?","k
i
k
k
i
"
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,0,20241026194305,34,101,Latin,a,b,j,k,1,"If a changes to b, what does j change to ?",k
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,1,20241026194306,34,102,Latin,c d,c d d,j k,j k k,1,"If c d changes to c d d, what does j k change to ?",j k k
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,2,20241026194307,34,1001,Latin,d e,d f,h i,h j,1,"If d e changes to d f, what does h i change to ?",h j
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,3,20241026194308,34,1002,Latin,c d,c c e e,i j,i i k k,1,"If c d changes to c c e e, what does i j change to ?",i i k k
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,4,20241026194308,34,1003,Latin,f g,f i,j k,j m,1,"If f g changes to f i, what does j k change to ?",j m
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,5,20241026194309,34,1004,Latin,d e,d f f,g h,g i i,1,"If d e changes to d f f, what does g h change to ?",g i i
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,6,20241026194310,34,1005,Latin,c d,b d,j j k k,i i k k,1,"If c d changes to b d, what does j j k k change to ?",i j k k
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,7,20241026194311,34,1001,Greek,epsilon zeta,epsilon eta,iota kappa,iota lambda,1,"If epsilon zeta changes to epsilon eta, what does iota kappa change to ?",iota lambda
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,8,20241026194312,34,1002,Greek,beta gamma,beta beta delta delta,theta iota,theta theta kappa kappa,1,"If beta gamma changes to beta beta delta delta, what does theta iota change to ?",theta theta kappa kappa
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,9,20241026194313,34,1003,Greek,delta epsilon,delta eta,theta iota,theta lambda,1,"If delta epsilon changes to delta eta, what does theta iota change to ?",theta kappa
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,10,20241026194314,34,1004,Greek,eta theta,eta iota iota,lambda mu,lambda nu nu,1,"If eta theta changes to eta iota iota, what does lambda mu change to ?",lambda nu nu
